id,lat,long,irradiance,farm_type,capacity,capacity_factor,power_generation,estimated_cost
3105,34.394783,-101.045837,6.197906017,medium_community,2,0.258,4524.471392,5320000
3106,34.395927,-101.023712,6.188741207,small_residential,0.005,0.258,11.2944527,13300
3107,34.421997,-100.492584,6.08791399,medium_residential,0.01,0.254,22.22088606,26600
3108,34.516964,-97.321289,5.593265533,large_community,5,0.233,10207.7096,13300000
3109,34.517269,-97.299103,5.555641174,medium_residential,0.01,0.231,20.27809029,26600
3110,34.517555,-97.276917,5.557566166,small_residential,0.005,0.232,10.14255825,13300
3111,34.521793,-96.899414,5.607926846,large_community,5,0.234,10234.46649,13300000
3112,34.521992,-96.877197,5.598968506,medium_utility,500,0.233,1021811.752,1330000000
3113,34.52219,-96.855011,5.598968506,small_residential,0.005,0.233,10.21811752,13300
3114,34.522388,-96.832794,5.560441971,large_residential,0.015,0.232,30.44341979,39900
3115,34.522572,-96.810608,5.560441971,large_utility,2000,0.232,4059122.639,5320000000
3116,34.522755,-96.788391,5.562244892,large_residential,0.015,0.232,30.45329078,39900
3117,34.421997,-91.507416,5.36546278,small_community,0.15,0.224,293.7590872,399000
3118,34.400478,-91.064789,5.353334427,large_residential,0.015,0.223,29.30950599,39900
3119,34.399342,-91.042664,5.353334427,medium_community,2,0.223,3907.934132,5320000
3120,32.865658,-113.900894,6.741742611,large_residential,0.015,0.281,36.9110408,39900
3121,32.869694,-113.879776,6.75173521,medium_utility,500,0.281,1232191.676,1330000000
3122,32.873718,-113.858643,6.786094189,small_community,0.15,0.283,371.5386568,399000
3123,33.744133,-108.417648,6.329142094,small_utility,5,0.264,11550.68432,13300000
3124,33.815788,-107.853226,6.483564377,medium_utility,500,0.27,1183250.499,1330000000
3125,33.853001,-107.548813,6.334346771,large_utility,2000,0.264,4624073.143,5320000000
3126,33.855621,-107.527054,6.334346771,small_community,0.15,0.264,346.8054857,399000
3127,33.858238,-107.505295,6.249103069,small_utility,5,0.26,11404.6131,13300000
3128,33.936932,-106.829956,6.655735493,small_residential,0.005,0.277,12.14671727,13300
3129,34.071491,-105.562286,6.488772869,small_community,0.15,0.27,355.2603146,399000
3130,34.075821,-105.518478,6.489424229,small_utility,5,0.27,11843.19922,13300000
3131,34.077995,-105.496582,6.489424229,medium_community,2,0.27,4737.279687,5320000
3132,34.080154,-105.47467,6.426717281,medium_utility,500,0.268,1172875.904,1330000000
3133,34.088745,-105.387039,6.448619366,small_community,0.15,0.269,353.0619103,399000
3134,34.097244,-105.299377,6.415791035,small_residential,0.005,0.267,11.70881864,13300
3135,34.099369,-105.277466,6.444595814,large_community,5,0.269,11761.38736,13300000
3136,34.101479,-105.255554,6.444595814,large_residential,0.015,0.269,35.28416208,39900
3137,34.402454,-101.246338,6.205060482,medium_utility,500,0.259,1132423.538,1330000000
3138,34.404839,-101.202087,6.201488018,large_community,5,0.258,11317.71563,13300000
3139,34.406025,-101.179962,6.190153599,large_community,5,0.258,11297.03032,13300000
3140,34.407211,-101.157837,6.185475826,small_community,0.15,0.258,338.6548015,399000
3141,34.408379,-101.135742,6.185475826,medium_residential,0.01,0.258,22.57698676,26600
3142,34.409557,-101.113586,6.15585947,medium_residential,0.01,0.256,22.46888707,26600
3143,34.410721,-101.091492,6.15585947,medium_utility,500,0.256,1123444.353,1330000000
3144,34.535255,-97.321655,5.593265533,medium_residential,0.01,0.233,20.4154192,26600
3145,34.535564,-97.299469,5.555641174,large_residential,0.015,0.231,30.41713543,39900
3146,34.535862,-97.277252,5.557566166,small_utility,5,0.232,10142.55825,13300000
3147,34.540085,-96.899658,5.607926846,small_utility,5,0.234,10234.46649,13300000
3148,34.540283,-96.877441,5.598968506,small_utility,5,0.233,10218.11752,13300000
3149,34.540485,-96.855255,5.598968506,small_residential,0.005,0.233,10.21811752,13300
3150,34.54068,-96.833038,5.560441971,small_community,0.15,0.232,304.4341979,399000
3151,34.540863,-96.810822,5.560441971,medium_residential,0.01,0.232,20.29561319,26600
3152,34.54105,-96.788605,5.562244892,large_utility,2000,0.232,4060438.771,5320000000
3153,34.54105,-95.211395,5.160094738,medium_residential,0.01,0.215,18.83434579,26600
3154,34.540863,-95.189178,5.16630125,medium_community,2,0.215,3771.399913,5320000
3155,34.54068,-95.166962,5.16630125,small_utility,5,0.215,9428.499781,13300000
3156,34.540485,-95.144745,5.139625072,large_community,5,0.214,9379.815756,13300000
3157,33.791359,-83.951263,5.360193253,large_residential,0.015,0.223,29.34705806,39900
3158,32.887436,-113.884583,6.779872417,large_utility,2000,0.282,4949306.864,5320000000
3159,32.891468,-113.863434,6.786094189,small_community,0.15,0.283,371.5386568,399000
3160,33.753677,-108.486115,6.257320404,medium_residential,0.01,0.261,22.83921947,26600
3161,33.871067,-107.551971,6.274677277,large_utility,2000,0.261,4580514.412,5320000000
3162,33.873699,-107.530212,6.274677277,large_community,5,0.261,11451.28603,13300000
3163,33.876312,-107.508453,6.306820393,medium_community,2,0.263,4603.978887,5320000
3164,34.074268,-105.718216,6.453942776,small_utility,5,0.269,11778.44557,13300000
3165,34.08744,-105.586823,6.488772869,medium_utility,500,0.27,1184201.049,1330000000
3166,34.08963,-105.564911,6.488772869,medium_utility,500,0.27,1184201.049,1330000000
3167,34.091801,-105.542999,6.527307987,small_utility,5,0.272,11912.33708,13300000
3168,34.102604,-105.433441,6.47592783,medium_community,2,0.27,4727.427316,5320000
3169,34.104744,-105.41153,6.47592783,small_utility,5,0.27,11818.56829,13300000
3170,34.106892,-105.389618,6.448619366,small_community,0.15,0.269,353.0619103,399000
3171,34.109028,-105.367706,6.448619366,medium_residential,0.01,0.269,23.53746069,26600
3172,34.115406,-105.301941,6.524148464,medium_residential,0.01,0.272,23.81314189,26600
3173,34.117516,-105.280014,6.524148464,large_community,5,0.272,11906.57095,13300000
3174,34.119621,-105.258087,6.472137451,medium_utility,500,0.27,1181165.085,1330000000
3175,34.121727,-105.236176,6.5016675,large_utility,2000,0.271,4746217.275,5320000000
3176,34.394447,-101.71225,6.284543514,medium_utility,500,0.262,1146929.191,1330000000
3177,34.395752,-101.690125,6.284543514,medium_utility,500,0.262,1146929.191,1330000000
3178,34.402176,-101.57959,6.279472351,medium_utility,500,0.262,1146003.704,1330000000
3179,34.403442,-101.557465,6.23918581,medium_utility,500,0.26,1138651.41,1330000000
3180,34.404709,-101.535339,6.23918581,medium_residential,0.01,0.26,22.77302821,26600
3181,34.405964,-101.513245,6.271831036,medium_residential,0.01,0.261,22.89218328,26600
3182,34.41951,-101.269897,6.205060482,small_residential,0.005,0.259,11.32423538,13300
3183,34.420712,-101.247803,6.205060482,large_utility,2000,0.259,4529694.152,5320000000
3184,34.423092,-101.203552,6.201488018,large_residential,0.015,0.258,33.9531469,39900
3185,34.424278,-101.181396,6.190153599,medium_utility,500,0.258,1129703.032,1330000000
3186,34.425465,-101.159271,6.185475826,medium_community,2,0.258,4515.397353,5320000
3187,34.426636,-101.137146,6.185475826,medium_community,2,0.258,4515.397353,5320000
3188,34.427803,-101.115021,6.15585947,large_residential,0.015,0.256,33.7033306,39900
3189,34.428974,-101.092896,6.15585947,small_utility,5,0.256,11234.44353,13300000
3190,34.43013,-101.07074,6.11993742,small_community,0.15,0.255,335.0665737,399000
3191,34.479877,-100.007568,6.078414917,large_community,5,0.253,11093.10722,13300000
3192,34.553562,-97.322052,5.553962231,medium_community,2,0.231,4054.392429,5320000
3193,34.55386,-97.299835,5.605595112,small_utility,5,0.234,10230.21108,13300000
3194,34.55415,-97.277618,5.561879635,large_community,5,0.232,10150.43033,13300000
3195,34.558384,-96.899902,5.600845814,small_residential,0.005,0.233,10.22154361,13300
3196,34.558586,-96.877686,5.57877779,small_community,0.15,0.232,305.438084,399000
3197,34.558784,-96.855469,5.57877779,medium_utility,500,0.232,1018126.947,1330000000
3198,34.558979,-96.833252,5.615036011,large_residential,0.015,0.234,30.74232216,39900
3199,34.559162,-96.811035,5.615036011,large_utility,2000,0.234,4098976.288,5320000000
3200,34.560341,-95.344482,5.218995571,large_community,5,0.217,9524.666917,13300000
3201,34.559349,-95.211182,5.250052452,medium_residential,0.01,0.219,19.16269145,26600
3202,34.559162,-95.188965,5.206104755,small_utility,5,0.217,9501.141178,13300000
3203,34.558979,-95.166748,5.206104755,large_residential,0.015,0.217,28.50342353,39900
3204,34.558784,-95.144531,5.195868969,large_community,5,0.216,9482.460868,13300000
3205,34.558586,-95.122314,5.195868969,large_community,5,0.216,9482.460868,13300000
3206,34.35741,-89.691162,5.2840662,medium_community,2,0.22,3857.368326,5320000
3207,33.935162,-84.992615,5.362281322,medium_utility,500,0.223,978616.3413,1330000000
3208,33.313133,-80.518799,5.359454632,medium_residential,0.01,0.223,19.56200941,26600
3209,33.774551,-108.467834,6.294770718,large_utility,2000,0.262,4595182.624,5320000000
3210,33.777374,-108.446136,6.294770718,large_community,5,0.262,11487.95656,13300000
3211,34.107765,-105.567535,6.488772869,small_residential,0.005,0.27,11.84201049,13300
3212,34.10994,-105.545624,6.527307987,large_utility,2000,0.272,4764934.831,5320000000
3213,34.122898,-105.414124,6.430406094,small_residential,0.005,0.268,11.73549112,13300
3214,34.125034,-105.392212,6.453510761,small_community,0.15,0.269,353.3297142,399000
3215,34.127171,-105.37027,6.453510761,large_community,5,0.269,11777.65714,13300000
3216,34.133549,-105.304504,6.524148464,medium_residential,0.01,0.272,23.81314189,26600
3217,34.135666,-105.282562,6.524148464,large_community,5,0.272,11906.57095,13300000
3218,34.137779,-105.260635,6.472137451,small_utility,5,0.27,11811.65085,13300000
3219,34.411377,-101.735931,6.271630764,large_residential,0.015,0.261,34.33717843,39900
3220,34.412682,-101.713837,6.284543514,small_residential,0.005,0.262,11.46929191,13300
3221,34.413982,-101.691711,6.284543514,small_community,0.15,0.262,344.0787574,399000
3222,34.415283,-101.669617,6.276171207,large_utility,2000,0.262,4581604.981,5320000000
3223,34.416576,-101.647491,6.276171207,small_residential,0.005,0.262,11.45401245,13300
3224,34.41914,-101.603241,6.240675449,medium_community,2,0.26,4555.693078,5320000
3225,34.420425,-101.581116,6.279472351,medium_utility,500,0.262,1146003.704,1330000000
3226,34.421696,-101.559021,6.23918581,large_community,5,0.26,11386.5141,13300000
3227,34.422958,-101.536896,6.23918581,medium_residential,0.01,0.26,22.77302821,26600
3228,34.424217,-101.514771,6.271831036,medium_utility,500,0.261,1144609.164,1330000000
3229,34.440159,-101.227112,6.220813274,small_community,0.15,0.259,340.5895268,399000
3230,34.441349,-101.204956,6.220813274,large_utility,2000,0.259,4541193.69,5320000000
3231,34.442535,-101.182831,6.150876999,medium_community,2,0.256,4490.140209,5320000
3232,34.443722,-101.160706,6.150876999,large_community,5,0.256,11225.35052,13300000
3233,34.444885,-101.13858,6.121171951,medium_utility,500,0.255,1117113.881,1330000000
3234,34.44606,-101.116425,6.134166718,large_residential,0.015,0.256,33.58456278,39900
3235,34.447235,-101.094299,6.134166718,small_community,0.15,0.256,335.8456278,399000
3236,34.518677,-99.476379,5.953275681,medium_residential,0.01,0.248,21.72945624,26600
3237,34.519463,-99.454224,5.953275681,medium_utility,500,0.248,1086472.812,1330000000
3238,34.576881,-96.87793,5.57877779,small_community,0.15,0.232,305.438084,399000
3239,34.577084,-96.855713,5.57877779,large_residential,0.015,0.232,30.5438084,39900
3240,34.577278,-96.833496,5.615036011,large_residential,0.015,0.234,30.74232216,39900
3241,34.578644,-95.344299,5.218995571,small_community,0.15,0.217,285.7400075,399000
3242,34.578487,-95.322083,5.218995571,medium_residential,0.01,0.217,19.04933383,26600
3243,34.577995,-95.255402,5.29104805,large_utility,2000,0.22,3862465.077,5320000000
3244,34.577831,-95.233185,5.250052452,medium_utility,500,0.219,958134.5725,1330000000
3245,34.577648,-95.210938,5.250052452,medium_community,2,0.219,3832.53829,5320000
3246,34.577477,-95.188721,5.206104755,medium_community,2,0.217,3800.456471,5320000
3247,34.577278,-95.166504,5.206104755,large_residential,0.015,0.217,28.50342353,39900
3248,34.577084,-95.144287,5.195868969,small_residential,0.005,0.216,9.482460868,13300
3249,34.576881,-95.12207,5.195868969,small_community,0.15,0.216,284.4738261,399000
3250,34.302425,-88.652313,5.293996811,large_residential,0.015,0.221,28.98463254,39900
3251,33.95826,-85.033203,5.306155205,large_community,5,0.221,9683.733249,13300000
3252,32.753693,-114.75882,6.817960739,medium_community,2,0.284,4977.111339,5320000
3253,32.757912,-114.737778,6.817960739,medium_community,2,0.284,4977.111339,5320000
3254,33.424839,-111.018005,6.527970791,large_utility,2000,0.272,4765418.677,5320000000
3255,33.848236,-108.036896,6.468575954,large_utility,2000,0.27,4722060.446,5320000000
3256,34.048973,-106.314514,6.605632782,large_community,5,0.275,12055.27983,13300000
3257,34.051308,-106.292633,6.605632782,small_utility,5,0.275,12055.27983,13300000
3258,34.053654,-106.270782,6.533359528,medium_utility,500,0.272,1192338.114,1330000000
3259,34.106094,-105.767365,6.468822956,small_utility,5,0.27,11805.60189,13300000
3260,34.134586,-105.482483,6.45027113,large_utility,2000,0.269,4708697.925,5320000000
3261,34.141048,-105.416718,6.430406094,small_utility,5,0.268,11735.49112,13300000
3262,34.143188,-105.394791,6.453510761,medium_residential,0.01,0.269,23.55531428,26600
3263,34.145325,-105.372864,6.453510761,large_utility,2000,0.269,4711062.856,5320000000
3264,34.284332,-103.812439,6.519674778,small_community,0.15,0.272,356.9521941,399000
3265,34.429615,-101.737549,6.271630764,large_residential,0.015,0.261,34.33717843,39900
3266,34.430931,-101.715393,6.270853519,small_community,0.15,0.261,343.3292302,399000
3267,34.432236,-101.693298,6.270853519,large_residential,0.015,0.261,34.33292302,39900
3268,34.433525,-101.671173,6.295202732,large_residential,0.015,0.262,34.46623496,39900
3269,34.434818,-101.649048,6.295202732,small_utility,5,0.262,11488.74499,13300000
3270,34.437386,-101.604797,6.278329849,small_community,0.15,0.262,343.7385592,399000
3271,34.438663,-101.582672,6.249650478,small_community,0.15,0.26,342.1683637,399000
3272,34.439934,-101.560547,6.249650478,medium_utility,500,0.26,1140561.212,1330000000
3273,34.4412,-101.538422,6.268759251,medium_community,2,0.261,4576.194253,5320000
3274,34.442467,-101.516296,6.262954712,small_community,0.15,0.261,342.8967705,399000
3275,34.444981,-101.472046,6.272743702,medium_utility,500,0.261,1144775.726,1330000000
3276,34.446224,-101.44989,6.272743702,large_residential,0.015,0.261,34.34327177,39900
3277,34.44746,-101.427765,6.227870941,small_residential,0.005,0.259,11.36586447,13300
3278,34.456013,-101.272827,6.212682247,large_residential,0.015,0.259,34.0144353,39900
3279,34.457218,-101.250702,6.212682247,medium_residential,0.01,0.259,22.6762902,26600
3280,34.458412,-101.228546,6.220813274,medium_residential,0.01,0.259,22.70596845,26600
3281,34.459602,-101.206421,6.220813274,medium_utility,500,0.259,1135298.423,1330000000
3282,34.460785,-101.184265,6.150876999,small_utility,5,0.256,11225.35052,13300000
3283,34.461971,-101.16214,6.150876999,small_utility,5,0.256,11225.35052,13300000
3284,34.463146,-101.139984,6.121171951,small_community,0.15,0.255,335.1341643,399000
3285,34.464317,-101.117859,6.134166718,small_residential,0.005,0.256,11.19485426,13300
3286,34.465488,-101.095703,6.134166718,large_community,5,0.256,11194.85426,13300000
3287,34.511784,-100.120667,6.06029892,small_residential,0.005,0.253,11.06004553,13300
3288,34.536156,-99.499542,5.961385727,large_community,5,0.248,10879.52895,13300000
3289,34.536949,-99.477356,5.953275681,medium_community,2,0.248,4345.891247,5320000
3290,34.53775,-99.45517,5.953275681,small_residential,0.005,0.248,10.86472812,13300
3291,34.552517,-99.01123,5.942698956,small_residential,0.005,0.248,10.84542559,13300
3292,34.5532,-98.989014,5.904610157,medium_utility,500,0.246,1077591.354,1330000000
3293,34.553883,-98.966827,5.904610157,small_residential,0.005,0.246,10.77591354,13300
3294,34.585052,-97.656158,5.642269135,large_community,5,0.235,10297.14117,13300000
3295,34.585426,-97.633942,5.628219128,large_residential,0.015,0.235,30.81449973,39900
3296,34.586159,-97.589478,5.636416912,large_utility,2000,0.235,4114584.346,5320000000
3297,34.596939,-95.344116,5.257702351,medium_community,2,0.219,3838.122716,5320000
3298,34.596298,-95.255188,5.219759464,medium_community,2,0.217,3810.424409,5320000
3299,34.596123,-95.232971,5.212918758,small_utility,5,0.217,9513.576733,13300000
3300,34.595947,-95.210724,5.212918758,medium_utility,500,0.217,951357.6733,1330000000
3301,34.595764,-95.188507,5.283506393,large_community,5,0.22,9642.399167,13300000
3302,34.595577,-95.16626,5.283506393,medium_utility,500,0.22,964239.9167,1330000000
3303,34.595379,-95.144043,5.278390408,medium_utility,500,0.22,963306.2495,1330000000
3304,34.595184,-95.121826,5.278390408,medium_community,2,0.22,3853.224998,5320000
3305,34.591873,-94.810608,5.209932804,large_residential,0.015,0.217,28.5243821,39900
3306,34.591599,-94.788361,5.185138226,large_residential,0.015,0.216,28.38863179,39900
3307,34.470093,-90.992859,5.36316824,large_utility,2000,0.223,3915112.815,5320000000
3308,32.767143,-114.784882,6.793189526,large_community,5,0.283,12397.57088,13300000
3309,32.887836,-114.173676,6.806781769,small_community,0.15,0.284,372.6713019,399000
3310,32.891933,-114.152557,6.812654495,medium_residential,0.01,0.284,24.86618891,26600
3311,33.863556,-108.06192,6.376302242,small_community,0.15,0.266,349.1025477,399000
3312,33.866295,-108.040192,6.376302242,small_residential,0.005,0.266,11.63675159,13300
3313,33.869022,-108.018448,6.468575954,medium_utility,500,0.27,1180515.112,1330000000
3314,34.067089,-106.317352,6.605632782,large_utility,2000,0.275,4822111.931,5320000000
3315,34.069435,-106.295471,6.605632782,large_community,5,0.275,12055.27983,13300000
3316,34.071777,-106.27359,6.606626511,small_residential,0.005,0.275,12.05709338,13300
3317,34.074112,-106.251724,6.606626511,medium_community,2,0.275,4822.837353,5320000
3318,34.150578,-105.507019,6.448160648,small_community,0.15,0.269,353.0367955,399000
3319,34.447865,-101.739136,6.261291504,medium_community,2,0.261,4570.742798,5320000
3320,34.449177,-101.71698,6.270853519,large_residential,0.015,0.261,34.33292302,39900
3321,34.450474,-101.694855,6.270853519,medium_utility,500,0.261,1144430.767,1330000000
3322,34.451775,-101.672729,6.295202732,small_community,0.15,0.262,344.6623496,399000
3323,34.453068,-101.650604,6.295202732,small_residential,0.005,0.262,11.48874499,13300
3324,34.455643,-101.606354,6.278329849,large_community,5,0.262,11457.95197,13300000
3325,34.456917,-101.584229,6.249650478,small_community,0.15,0.26,342.1683637,399000
3326,34.458191,-101.562073,6.249650478,large_community,5,0.26,11405.61212,13300000
3327,34.459454,-101.539948,6.268759251,small_residential,0.005,0.261,11.44048563,13300
3328,34.46072,-101.517822,6.262954712,large_residential,0.015,0.261,34.28967705,39900
3329,34.46323,-101.473541,6.272743702,large_residential,0.015,0.261,34.34327177,39900
3330,34.464478,-101.451416,6.272743702,medium_utility,500,0.261,1144775.726,1330000000
3331,34.465717,-101.42926,6.227870941,medium_residential,0.01,0.259,22.73172893,26600
3332,34.47427,-101.274292,6.214739323,medium_utility,500,0.259,1134189.926,1330000000
3333,34.475475,-101.252136,6.214739323,large_residential,0.015,0.259,34.02569779,39900
3334,34.476662,-101.230011,6.224924088,large_utility,2000,0.259,4544194.584,5320000000
3335,34.477859,-101.207855,6.224924088,medium_community,2,0.259,4544.194584,5320000
3336,34.479042,-101.185699,6.179779053,small_utility,5,0.257,11278.09677,13300000
3337,34.480225,-101.163574,6.179779053,small_community,0.15,0.257,338.3429032,399000
3338,34.481407,-101.141418,6.091422558,large_community,5,0.254,11116.84617,13300000
3339,34.482578,-101.119263,6.109594345,medium_residential,0.01,0.255,22.30001936,26600
3340,34.483746,-101.097107,6.109594345,large_community,5,0.255,11150.00968,13300000
3341,34.555237,-99.478333,5.990118027,medium_community,2,0.25,4372.78616,5320000
3342,34.556026,-99.456116,5.990118027,small_utility,5,0.25,10931.9654,13300000
3343,34.57011,-99.034271,5.942698956,medium_residential,0.01,0.248,21.69085119,26600
3344,34.570805,-99.012054,5.942698956,small_residential,0.005,0.248,10.84542559,13300
3345,34.571484,-98.989868,5.904610157,large_residential,0.015,0.246,32.32774061,39900
3346,34.572178,-98.967651,5.904610157,medium_residential,0.01,0.246,21.55182707,26600
3347,34.602962,-97.678864,5.649936199,small_residential,0.005,0.235,10.31113356,13300
3348,34.603348,-97.656616,5.649936199,medium_utility,500,0.235,1031113.356,1330000000
3349,34.604092,-97.612152,5.653362751,small_utility,5,0.236,10317.38702,13300000
3350,34.604454,-97.589935,5.648366451,large_community,5,0.235,10308.26877,13300000
3351,34.614429,-96.767242,5.598736286,small_utility,5,0.233,10217.69372,13300000
3352,34.613884,-95.166046,5.283506393,large_residential,0.015,0.22,28.9271975,39900
3353,34.613686,-95.143799,5.278390408,small_residential,0.005,0.22,9.633062495,13300
3354,34.613495,-95.121582,5.278390408,large_residential,0.015,0.22,28.89918748,39900
3355,34.61097,-94.876953,5.248564243,small_community,0.15,0.219,287.3588923,399000
3356,34.610714,-94.854736,5.248564243,small_community,0.15,0.219,287.3588923,399000
3357,34.610447,-94.832489,5.209932804,large_residential,0.015,0.217,28.5243821,39900
3358,34.610176,-94.810272,5.209932804,large_community,5,0.217,9508.127367,13300000
3359,34.609905,-94.788025,5.185138226,large_community,5,0.216,9462.877262,13300000
3360,34.514343,-91.523376,5.415929794,medium_utility,500,0.226,988407.1874,1330000000
3361,32.78907,-114.76886,6.793189526,small_utility,5,0.283,12397.57088,13300000
3362,32.793304,-114.747818,6.840103626,small_community,0.15,0.285,374.4956735,399000
3363,32.90147,-114.199677,6.806781769,medium_utility,500,0.284,1242237.673,1330000000
3364,32.905567,-114.178558,6.806781769,large_residential,0.015,0.284,37.26713019,39900
3365,32.90966,-114.15744,6.812654495,medium_residential,0.01,0.284,24.86618891,26600
3366,33.573555,-110.294876,6.43631506,large_community,5,0.268,11746.27498,13300000
3367,33.75629,-109.020203,6.17773819,large_residential,0.015,0.257,33.82311659,39900
3368,33.881607,-108.065231,6.507377625,medium_utility,500,0.271,1187596.417,1330000000
3369,33.884338,-108.043488,6.507377625,small_residential,0.005,0.271,11.87596417,13300
3370,33.887077,-108.021729,6.509710312,medium_residential,0.01,0.271,23.76044264,26600
3371,34.085205,-106.320175,6.627237797,large_residential,0.015,0.276,36.28412694,39900
3372,34.137917,-105.816574,6.481790543,medium_community,2,0.27,4731.707096,5320000
3373,34.160015,-105.597366,6.401829243,medium_residential,0.01,0.267,23.36667674,26600
3374,34.466114,-101.740723,6.261291504,medium_community,2,0.261,4570.742798,5320000
3375,34.467419,-101.718567,6.270853519,small_residential,0.005,0.261,11.44430767,13300
3376,34.468723,-101.696442,6.270853519,small_residential,0.005,0.261,11.44430767,13300
3377,34.470024,-101.674316,6.264135838,medium_community,2,0.261,4572.819162,5320000
3378,34.475166,-101.585754,6.316248417,large_community,5,0.263,11527.15336,13300000
3379,34.47644,-101.563629,6.316248417,large_utility,2000,0.263,4610861.344,5320000000
3380,34.477707,-101.541504,6.289021969,large_community,5,0.262,11477.46509,13300000
3381,34.478966,-101.519348,6.243795872,small_community,0.15,0.26,341.847824,399000
3382,34.48148,-101.475067,6.233038425,medium_utility,500,0.26,1137529.513,1330000000
3383,34.482727,-101.452911,6.233038425,large_residential,0.015,0.26,34.12588538,39900
3384,34.483971,-101.430786,6.243175983,small_residential,0.005,0.26,11.39379617,13300
3385,34.492519,-101.275757,6.214739323,medium_residential,0.01,0.259,22.68379853,26600
3386,34.493725,-101.253601,6.214739323,medium_community,2,0.259,4536.759706,5320000
3387,34.494923,-101.231445,6.224924088,small_utility,5,0.259,11360.48646,13300000
3388,34.496117,-101.20929,6.224924088,large_utility,2000,0.259,4544194.584,5320000000
3389,34.497307,-101.187134,6.179779053,large_community,5,0.257,11278.09677,13300000
3390,34.498482,-101.164978,6.179779053,small_utility,5,0.257,11278.09677,13300000
3391,34.499657,-101.142822,6.091422558,small_community,0.15,0.254,333.5053851,399000
3392,34.500832,-101.120697,6.091422558,small_utility,5,0.254,11116.84617,13300000
3393,34.501995,-101.098541,6.109594345,large_residential,0.015,0.255,33.45002904,39900
3394,34.589092,-99.012878,5.942698956,large_residential,0.015,0.248,32.53627678,39900
3395,34.589783,-98.990692,5.904610157,small_community,0.15,0.246,323.2774061,399000
3396,34.59045,-98.968475,5.961078167,small_community,0.15,0.248,326.3690296,399000
3397,34.621262,-97.679321,5.649936199,large_utility,2000,0.235,4124453.425,5320000000
3398,34.621651,-97.657074,5.649936199,medium_utility,500,0.235,1031113.356,1330000000
3399,34.623119,-97.568146,5.648366451,medium_utility,500,0.235,1030826.877,1330000000
3400,34.623474,-97.545898,5.658109188,medium_community,2,0.236,4130.419707,5320000
3401,34.631985,-96.856445,5.601109982,large_community,5,0.233,10222.02572,13300000
3402,34.632374,-96.811951,5.592478275,large_residential,0.015,0.233,30.61881856,39900
3403,34.632545,-96.789703,5.631732464,large_residential,0.015,0.235,30.83373524,39900
3404,34.632732,-96.767456,5.631732464,small_residential,0.005,0.235,10.27791175,13300
3405,34.6329,-96.745209,5.59803009,medium_residential,0.01,0.233,20.43280983,26600
3406,34.633068,-96.722961,5.59803009,large_community,5,0.233,10216.40491,13300000
3407,34.629276,-94.876648,5.248564243,medium_community,2,0.219,3831.451897,5320000
3408,34.629002,-94.854431,5.248564243,small_community,0.15,0.219,287.3588923,399000
3409,34.628746,-94.832184,5.209932804,medium_community,2,0.217,3803.250947,5320000
3410,34.628483,-94.809937,5.209932804,small_community,0.15,0.217,285.243821,399000
3411,34.628201,-94.787689,5.185138226,medium_community,2,0.216,3785.150905,5320000
3412,33.177143,-79.284637,5.432722092,small_community,0.15,0.226,297.4415345,399000
3413,32.923298,-114.183441,6.783361912,small_community,0.15,0.283,371.3890647,399000
3414,32.927391,-114.162308,6.783361912,large_residential,0.015,0.283,37.13890647,39900
3415,32.992279,-113.823959,6.800080776,large_community,5,0.283,12410.14742,13300000
3416,33.020306,-113.67572,6.735723972,small_community,0.15,0.281,368.7808875,399000
3417,33.024284,-113.654541,6.735723972,small_community,0.15,0.281,368.7808875,399000
3418,33.028263,-113.633347,6.700913906,small_utility,5,0.279,12229.16788,13300000
3419,33.768379,-109.067108,6.178026199,large_residential,0.015,0.257,33.82469344,39900
3420,33.771339,-109.045441,6.178026199,medium_utility,500,0.257,1127489.781,1330000000
3421,33.780209,-108.980438,6.243369579,small_community,0.15,0.26,341.8244845,399000
3422,33.899651,-108.068527,6.507377625,medium_community,2,0.271,4750.385666,5320000
3423,33.90239,-108.046783,6.507377625,large_community,5,0.271,11875.96417,13300000
3424,33.905132,-108.025024,6.509710312,medium_utility,500,0.271,1188022.132,1330000000
3425,34.103325,-106.323013,6.627237797,large_residential,0.015,0.276,36.28412694,39900
3426,34.391792,-103.135101,6.411478519,medium_utility,500,0.267,1170094.83,1330000000
3427,34.485668,-101.720154,6.308309078,large_residential,0.015,0.263,34.5379922,39900
3428,34.486973,-101.698029,6.288043976,small_residential,0.005,0.262,11.47568026,13300
3429,34.509567,-101.299377,6.243471146,small_utility,5,0.26,11394.33484,13300000
3430,34.510777,-101.277222,6.210609913,medium_community,2,0.259,4533.745236,5320000
3431,34.511982,-101.255066,6.210609913,medium_residential,0.01,0.259,22.66872618,26600
3432,34.513184,-101.23291,6.17766571,small_community,0.15,0.257,338.2271976,399000
3433,34.51437,-101.210754,6.17766571,large_residential,0.015,0.257,33.82271976,39900
3434,34.515564,-101.188599,6.129224777,small_residential,0.005,0.255,11.18583522,13300
3435,34.516739,-101.166443,6.129224777,large_utility,2000,0.255,4474334.087,5320000000
3436,34.517914,-101.144257,6.044300079,large_community,5,0.252,11030.84764,13300000
3437,34.593372,-99.435852,6.012683868,large_residential,0.015,0.251,32.91944418,39900
3438,34.594166,-99.413635,6.012683868,medium_residential,0.01,0.251,21.94629612,26600
